stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
F00001,"Mihály utca",47.486079,19.034561,,
F00002,"Zsolt utca",47.490477,19.030486,,
F00003,"Zsolt utca",47.49098,19.030327,,
F00004,"Avar utca",47.488294,19.031037,,
F00005,"Mészáros utca",47.488591,19.031595,,
F00006,"Sánc utca",47.490136,19.036047,,
F00007,"Sánc utca",47.489569,19.035516,,
F00008,"Sánc utca",47.489632,19.035702,,
F00009,"Sánc utca",47.489464,19.035814,,
F00010,"Szirtes út",47.487671,19.036432,,
F00011,"Szirtes út",47.488247,19.037042,,
F00012,"Búsuló Juhász (Citadella)",47.485594,19.039551,,
F00013,"Alkotás utca",47.494937,19.022906,,
F00014,"Márvány utca",47.494442,19.023929,,
F00015,"Márvány utca",47.494823,19.023722,,
F00016,"Királyhágó utca",47.495575,19.023105,,
F00017,"Királyhágó utca",47.496016,19.02349,,
F00018,"Királyhágó utca",47.495633,19.023642,,
F00019,"Nagyenyed utca",47.498007,19.02388,,
F00020,"Nagyenyed utca",47.498349,19.024,,
F00021,"Déli pályaudvar M",47.499605,19.023793,,
F00022,"Déli pályaudvar M",47.499668,19.024192,,
F00023,"Déli pályaudvar M",47.499995,19.023826,,
F00024,"Déli pályaudvar M",47.500832,19.024038,,
F00025,"Déli pályaudvar M",47.501057,19.024158,,
F00026,"Déli pályaudvar M",47.500814,19.024994,,
F00027,"Déli pályaudvar M",47.501075,19.024649,,
F00028,"Körmöci utca",47.504427,19.024906,,
F00029,"Körmöci utca",47.50416,19.024979,,
F00030,"Ostrom utca",47.505975,19.028848,,
F00031,"Mátray utca",47.505929,19.027242,,
F00032,"Széna tér",47.508043,19.029179,,
F00033,"Széna tér",47.507782,19.028184,,
F00034,"Fazekas utca",47.508125,19.034317,,
F00035,"Csalogány utca",47.507972,19.034144,,
F00036,"Fazekas utca",47.507855,19.033454,,
F00037,"Ybl Miklós tér",47.494232,19.043219,,
F00045,"Donáti utca",47.501388,19.036004,,
F00047,"Clark Ádám tér",47.498339,19.039867,,
F00048,"Clark Ádám tér",47.498177,19.040013,,
F00049,"Clark Ádám tér",47.497641,19.04067,,
F00050,"Clark Ádám tér",47.497845,19.040797,,
F00051,"Halász utca",47.502255,19.039847,,
F00052,"Halász utca",47.501841,19.040019,,
F00053,"Halász utca",47.502534,19.039754,,
F00056,"Szilágyi Dezső tér",47.503343,19.038439,,
F00059,"Batthyány tér M+H",47.505898,19.038014,,
F00060,"Budapest, Batthyány tér 2.vágány M",47.506752,19.039328,0,008187
F00062,"Batthyány tér H",47.506491,19.037191,0,008624
F00063,"Batthyány tér H",47.506192,19.038552,0,008624
F00064,"Batthyány tér M+H",47.506641,19.038804,,
F00065,"Batthyány tér M+H",47.506591,19.039288,,
F00066,"Batthyány tér M+H",47.506168,19.039089,,
F00067,"Batthyány tér M+H",47.505985,19.038578,,
F00068,"Mária tér",47.506749,19.034782,,
F00069,"Bécsi kapu tér",47.504572,19.030681,,
F00070,"Bécsi kapu tér",47.504787,19.030216,,
F00071,"Szentháromság tér",47.501685,19.033124,,
F00072,"Szentháromság tér",47.501388,19.033867,,
F00073,"Dísz tér",47.499355,19.036031,,
F00074,"Dísz tér",47.498987,19.036111,,
F00075,"Dísz tér",47.498609,19.036098,,
F00076,"Palota út, gyorslift",47.495299,19.038368,,
F00077,"Attila út",47.494786,19.037572,,
F00078,"Dózsa György tér",47.494435,19.037944,,
F00079,"Dózsa György tér",47.493836,19.037486,,
F00080,"Dózsa György tér",47.493755,19.038189,,
F00081,"Dózsa György tér",47.49371,19.038415,,
F00082,"Alagút utca",47.497811,19.032999,,
F00083,"Krisztina tér",47.496953,19.033391,,
F00084,"Alagút utca",47.496615,19.034446,,
F00085,"Krisztina tér",47.496857,19.032123,,
F00086,"Krisztina tér",47.496597,19.032853,,
F00087,"Krisztina tér",47.496422,19.03071,,
F00088,"Mikó utca",47.499259,19.030821,,
F00089,"Mikó utca",47.498341,19.02899,,
F00090,"Mikó utca",47.498386,19.028791,,
F00091,"Korlát utca",47.5019,19.02735,,
F00092,"Korlát utca",47.501723,19.027396,,
F00093,"Déli pályaudvar",47.499905,19.02453,0,008626
F00094,"Déli pályaudvar",47.500757,19.024563,0,008626
F00095,"Márvány utca",47.495234,19.025083,,
F00096,"Győri út",47.495207,19.025813,,
F00097,"Győző utca",47.495397,19.029144,,
F00098,"Mészáros utca",47.495433,19.029383,,
F00099,"Győző utca",47.494209,19.028879,,
F00100,"Naphegy tér",47.493517,19.032502,,
F00101,"Szarvas tér",47.492901,19.043073,,
F00102,"Szarvas tér",47.49246,19.042449,,
F00103,"Döbrentei tér",47.491201,19.044148,,
F00104,"Döbrentei tér",47.491252,19.043571,,
F00105,"Döbrentei tér",47.491057,19.04513,,
F00106,"Döbrentei tér",47.492451,19.04505,,
F00107,"Döbrentei tér",47.492226,19.045157,,
F00108,"Rudas gyógyfürdő",47.48957,19.047672,,
F00109,"Rudas gyógyfürdő",47.489069,19.048368,,
F00110,"Döbrentei tér",47.490121,19.044958,,
F00111,"Rudas gyógyfürdő",47.489291,19.046783,,
F00112,"Rudas gyógyfürdő",47.489168,19.046789,,
F00113,"Erzsébet híd, budai hídfő",47.490073,19.046438,,
F00114,"Kapisztrán tér",47.504194,19.029247,,
F00115,"Szanatórium utca (Vadaspark)",47.520526,18.938769,,
F00116,"Szanatórium utca",47.520244,18.938896,,
F00117,"Solymár, Kökörcsin utca",47.57703,18.93836,,
F00118,"Kökörcsin utca",47.576068,18.938853,,
F00119,"Fenyőgyöngye",47.540373,19.006161,,
F00120,"Nyereg út",47.53721,19.014226,,
F00121,"Nyereg út",47.537704,19.013455,,
F00122,"Pál-völgyi cseppkőbarlang",47.533172,19.016513,,
F00123,"Pál-völgyi cseppkőbarlang",47.532938,19.016726,,
F00124,"Csalit utca",47.529502,19.016316,,
F00125,"Csalit utca",47.529358,19.016688,,
F00126,"Virág Benedek utca",47.53071,19.026927,,
F00127,"Szépvölgyi út",47.530773,19.026409,,
F00128,"Folyondár utca",47.529478,19.030141,,
F00129,"Folyondár utca (Szépvölgyi út)",47.52928,19.030407,,
F00130,"Ürömi utca",47.528147,19.033408,,
F00131,"Ürömi utca",47.528039,19.033422,,
F00132,"Kolosy tér",47.527725,19.036715,,
F00133,"Kolosy tér",47.527842,19.036888,,
F00134,"Kolosy tér",47.527806,19.03714,,
F00135,"Kolosy tér",47.527431,19.037532,,
F00136,"Kolosy tér",47.527674,19.037479,,
F00137,"Kolosy tér",47.528574,19.038953,,
F00138,"Kolosy tér",47.527036,19.038289,,
F00139,"Szépvölgyi út",47.527195,19.040181,0,008189
F00140,"Szépvölgyi út",47.52741,19.040155,0,008189
F00141,"Margitsziget",47.514713,19.04258,,
F00142,"Margitsziget",47.514398,19.044452,,
F00143,"Szigeti bejáró",47.516113,19.04402,,
F00144,"Szigeti bejáró",47.516014,19.043848,,
F00147,"Labanc út",47.519017,18.98172,,
F00148,"Labanc út",47.519002,18.981036,,
F00149,"Dénes utca",47.521621,18.968484,,
F00150,"Dénes utca",47.521635,18.968,,
F00151,"Baba utca",47.524239,19.013331,,
F00152,"Baba utca",47.52423,19.013052,,
F00153,"Garas utca",47.511558,19.019221,,
F00154,"Garas utca",47.511379,19.019739,,
F00155,"Városmajor",47.509572,19.014024,,
F00156,"Városmajor",47.50959,19.013228,,
F00157,"Városmajor",47.509572,19.013029,,
F00158,"Városmajor",47.509536,19.013719,,
F00159,"Szent János Kórház",47.510353,19.008408,,
F00160,"Nagyajtai utca",47.513607,19.003055,,
F00161,"Nagyajtai utca",47.513517,19.002816,,
F00162,"Nagyajtai utca",47.513697,19.002684,,
F00163,"Nagyajtai utca",47.513562,19.002604,,
F00164,"Budagyöngye",47.516025,18.999495,,
F00165,"Budagyöngye",47.516124,18.999176,,
F00166,"Budagyöngye",47.516663,18.997968,,
F00167,"Budagyöngye",47.516169,18.999004,,
F00168,"Szépilona",47.517633,18.995059,,
F00169,"Szépilona",47.51747,18.992961,,
F00170,"Szépilona",47.517507,18.995351,,
F00171,"Kuruclesi út",47.518462,18.985346,,
F00172,"Kuruclesi út",47.518479,18.984575,,
F00173,"Vízművek",47.520149,18.973373,,
F00174,"Vízművek",47.520032,18.973373,,
F00175,"Bölcsőde",47.523622,18.962094,,
F00176,"Bölcsőde",47.523708,18.961583,,
F00177,"Irén utca",47.524591,18.958773,,
F00178,"Irén utca",47.524483,18.958733,,
F00179,"Szépjuhászné, Gyermekvasút",47.527339,18.95408,,
F00180,"Szépjuhászné, Gyermekvasút",47.527123,18.954081,,
F00181,"Laktanya",47.526696,18.948198,,
F00182,"Laktanya",47.526732,18.948437,,
F00183,"Országos Korányi TBC Intézet",47.522669,18.94158,,
F00184,"Országos Korányi TBC Intézet",47.522336,18.941156,,
F00185,"Margit híd, budai hídfő",47.515843,19.039533,0,008188
F00186,"Margit híd, budai hídfő",47.51489,19.03948,0,008188
F00187,"Bem József tér",47.512158,19.03934,,
F00188,"Bem József tér",47.511421,19.038186,,
F00189,"Margit híd, budai hídfő H",47.514578,19.038889,,
F00190,"Margit híd, budai hídfő H",47.514512,19.039042,,
F00191,"Margit híd, budai hídfő H",47.514656,19.036612,,
F00192,"Margit híd, budai hídfő H",47.514605,19.038198,,
F00193,"Margit körút",47.511102,19.034489,,
F00194,"Horvát utca",47.510707,19.034396,,
F00195,"Mechwart liget",47.511321,19.032291,,
F00196,"Mechwart liget",47.511222,19.032172,,
F00197,"Mechwart liget",47.510598,19.030559,,
F00198,"Mechwart liget",47.510754,19.031468,,
F00199,"Mechwart liget",47.510952,19.032132,,
F00200,"Mechwart liget",47.511141,19.032968,,
F00201,"Füge utca",47.514034,19.027093,,
F00202,"Füge utca",47.513998,19.026814,,
F00203,"Rét utca",47.514657,19.024204,,
F00204,"Rét utca",47.514762,19.023866,,
F00205,"Ady Endre utca",47.516111,19.02449,,
F00206,"Ady Endre utca",47.51665,19.02425,,
F00207,"Tapolcsányi utca",47.517504,19.021143,,
F00208,"Tapolcsányi utca",47.517405,19.020785,,
F00209,"Eszter utca",47.520059,19.021965,,
F00210,"Eszter utca",47.520014,19.021845,,
F00211,"Vend utca",47.521813,19.020264,,
F00212,"Vend utca",47.521444,19.020729,,
F00213,"Pusztaszeri körönd",47.523233,19.017382,,
F00214,"Pusztaszeri körönd",47.523098,19.01782,,
F00215,"Pusztaszeri körönd",47.52281,19.017555,,
F00216,"Pusztaszeri körönd",47.522675,19.017608,,
F00217,"Vend utca",47.523612,19.020436,,
F00218,"Vend utca",47.52345,19.020688,,
F00219,"Pusztaszeri út",47.524377,19.023091,,
F00220,"Cimbalom utca",47.524107,19.023092,,
F00221,"Vérhalom tér",47.520977,19.025165,,
F00222,"Vérhalom tér",47.520545,19.024713,,
F00223,"Vérhalom utca",47.519862,19.028763,,
F00224,"Mandula utca",47.519629,19.028511,,
F00225,"Sarolta utca",47.522453,19.031803,,
F00226,"Kavics utca",47.521149,19.03187,,
F00227,"Vérhalom utca",47.519063,19.033424,,
F00228,"Szemlőhegy utca",47.516966,19.027636,,
F00229,"Rómer Flóris utca",47.516849,19.027716,,
F00230,"Zivatar utca",47.515626,19.031659,,
F00231,"Zivatar utca",47.515716,19.031142,,
F00232,"Margit körút",47.513846,19.033957,,
F00233,"Apostol utca",47.514655,19.033226,,
F00234,"Margit híd, budai hídfő H",47.516008,19.039419,,
F00235,"Margit híd, budai hídfő H",47.515396,19.0393,,
F00236,"Margit híd, budai hídfő H",47.515154,19.038756,,
F00237,"Margit híd, budai hídfő H",47.515468,19.038318,,
F00239,"Szent Lukács Gyógyfürdő",47.517132,19.036432,,
F00240,"Szent Lukács Gyógyfürdő",47.516889,19.036485,,
F00241,"Kavics utca",47.521123,19.036916,,
F00242,"Kavics utca",47.520946,19.036736,,
F00243,"Zsigmond tér",47.52368,19.036988,,
F00244,"Zsigmond tér",47.524679,19.036855,,
F00245,"Zsigmond tér",47.524991,19.037951,,
F00246,"Zsigmond tér",47.524094,19.037572,,
F00247,"Császár-Komjádi uszoda",47.520218,19.038303,,
F00248,"Császár-Komjádi uszoda",47.519678,19.038051,,
F00249,"Felhévízi utca",47.526591,19.030633,,
F00250,"Felhévízi utca",47.527131,19.031417,,
F00251,"Pusztaszeri út 25.",47.527763,19.028488,,
F00252,"Pusztaszeri út 28.",47.527538,19.028422,,
F00253,"Alsó Zöldmáli út",47.528353,19.027379,,
F00254,"Alsó Zöldmáli út",47.528158,19.027107,,
F00255,"Szemlő-hegyi-barlang",47.528788,19.024676,,
F00256,"Szemlő-hegyi-barlang",47.528721,19.024258,,
F00257,"Zöldmáli lejtő",47.528703,19.022,,
F00258,"Felső Zöldmáli út",47.528532,19.021509,,
F00259,"Zöldkert út",47.529584,19.01101,,
F00260,"Zöldkert út",47.529384,19.011349,,
F00261,"Pitypang utca",47.530042,19.008779,,
F00262,"Pitypang utca",47.529824,19.008918,,
F00263,"Törökvész út",47.529417,19.004563,,
F00264,"Csatárka út",47.529066,19.004244,,
F00265,"Kapy utca",47.529354,19.002916,,
F00266,"Törökvész út",47.529066,19.002677,,
F00267,"Tömörkény utca",47.527439,19.007645,,
F00268,"Tömörkény utca",47.527224,19.007672,,
F00269,"Móricz Zsigmond Gimnázium",47.525381,19.010051,,
F00270,"Móricz Zsigmond Gimnázium",47.525614,19.009187,,
F00271,"Vöröstorony lépcső",47.531285,18.997403,,
F00272,"Vöröstorony lépcső",47.530908,18.998041,,
F00273,"Nagybányai út",47.533712,18.993323,,
F00276,"Pasaréti tér",47.523701,18.994143,,
F00277,"Pasaréti tér",47.523755,18.993094,,
F00278,"Pasaréti tér",47.523494,18.992829,,
F00279,"Pasaréti tér",47.523548,18.993187,,
F00280,"Harangvirág utca",47.521337,18.998116,,
F00281,"Harangvirág utca",47.521032,18.998382,,
F00282,"Virág árok",47.519216,19.000946,,
F00283,"Lotz Károly utca",47.519539,19.000428,,
F00284,"Gábor Áron utca",47.516168,19.004494,,
F00285,"Gábor Áron utca",47.516671,19.003976,,
F00286,"Júlia utca",47.51428,19.007231,,
F00287,"Júlia utca",47.514649,19.00654,,
F00288,"Vasas sportpálya",47.512104,19.008188,,
F00289,"Vasas sportpálya",47.51151,19.008879,,
F00290,"Fenyves utca",47.523363,19.002297,,
F00291,"Fenyves utca",47.523219,19.00243,,
F00292,"Tüske utca",47.521197,19.006362,,
F00293,"Bimbó köz",47.521745,19.005618,,
F00294,"Gábor Áron utca",47.519579,19.010626,,
F00295,"Endrődi Sándor utca",47.521118,19.012231,,
F00296,"Lóczy Lajos utca",47.519039,19.009617,,
F00297,"Hankóczy Jenő utca",47.516889,19.008902,,
F00298,"Zilah utca",47.515667,19.011478,,
F00299,"Detrekő utca",47.517313,19.012526,,
F00300,"Balogvár utca",47.515389,19.014532,,
F00301,"Ruszti út",47.515011,19.014546,,
F00302,"Rókushegyi lépcső",47.512907,19.017083,,
F00303,"Lorántffy Zsuzsanna út",47.512592,19.017415,,
F00304,"Ezredes utca",47.510407,19.02112,,
F00305,"Dékán utca",47.508261,19.023756,,
F00306,"Széna tér",47.508484,19.026989,,
F00307,"Széna tér",47.5081,19.026783,,
F00308,"Széna tér",47.508487,19.02734,,
F00309,"Széna tér",47.508343,19.027367,,
F00310,"Kelemen László utca",47.522398,18.989158,,
F00311,"Kelemen László utca",47.521616,18.99046,,
F00312,"Kelemen László utca",47.521963,18.990281,,
F00313,"Kelemen László utca",47.521598,18.990607,,
F00314,"Zuhatag sor",47.526048,18.98602,,
F00315,"Zuhatag sor",47.526147,18.985834,,
F00316,"Nagyhíd",47.528502,18.983693,,
F00317,"Nagyhíd",47.52825,18.983866,,
F00318,"Vadaskerti utca",47.531775,18.980993,,
F00319,"Vadaskerti utca",47.531864,18.980794,,
F00320,"Budenz út",47.520266,18.988789,,
F00321,"Széher út",47.52597,18.976844,,
F00322,"Tárogató út",47.527411,18.979445,,
F00323,"Bölöni György utca",47.52575,18.984467,,
F00324,"Bölöni György utca",47.525813,18.984175,,
F00325,"Szerb Antal utca",47.528042,18.981463,,
F00326,"Szerb Antal utca",47.528348,18.980944,,
F00327,"Vadaskerti utca",47.530529,18.97877,,
F00328,"Lipótmezei út",47.530829,18.978259,,
F00329,"Nyéki út",47.534747,18.973923,,
F00330,"Nyéki út",47.53455,18.974003,,
F00331,"Csibor utca",47.536705,18.969166,,
F00332,"Csibor utca",47.536103,18.970574,,
F00339,"Hidegkúti út",47.544676,18.963581,,
F00340,"Bátori László utca",47.544158,18.963615,,
F00345,"Heinrich István utca",47.539297,18.970942,,
F00346,"Heinrich István utca",47.539297,18.970742,,
F00347,"Völgy utca",47.536736,18.975382,,
F00348,"Völgy utca",47.536422,18.975634,,
F00350,"Ady lépcső",47.543555,18.944839,,
F00351,"Adyliget",47.547236,18.938309,,
F00352,"Adyliget",47.546961,18.938728,,
F00353,"Határ utca",47.545027,18.952448,,
F00354,"Villám utca",47.545244,18.952753,,
F00355,"Nagyrét utca",47.546542,18.952837,,
F00356,"Bükkfa utca",47.546458,18.960489,,
F00357,"Vezér utca",47.5465,18.959978,,
F00358,"Hunyadi János utca",47.548557,18.964724,,
F00359,"Hunyadi János utca",47.548053,18.964632,,
F00360,"Kossuth Lajos utca",47.552119,18.96428,,
F00361,"Kossuth Lajos utca",47.552056,18.96412,,
F00362,"Kerényi Frigyes utca",47.553066,18.949338,,
F00363,"Tompa Mihály utca",47.553096,18.949185,,
F00364,"Ábránd utca",47.551286,18.947248,,
F00365,"Ábránd utca",47.551598,18.947002,,
F00366,"Turul utca",47.548095,18.949726,,
F00367,"Turul utca",47.548284,18.949366,,
F00368,"Széchenyi utca",47.547695,18.954429,,
F00369,"Széchenyi utca",47.547506,18.954722,,
F00370,"Turul utca",47.548961,18.95177,,
F00371,"Turul utca",47.549176,18.951437,,
F00372,"Gondozási Központ",47.514256,19.015661,,
F00373,"Gondozási Központ",47.514121,19.015622,,
F00374,"Arany János utca",47.554712,18.946086,,
F00375,"Arany János utca",47.554829,18.945913,,
F00376,"Zsíroshegyi út",47.55796,18.940333,,
F00377,"Szirom utca",47.557658,18.940712,,
F00378,"Kerekhegyi utca",47.559859,18.94191,,
F00379,"Kerekhegyi utca",47.560372,18.942016,,
F00380,"József Attila útja",47.562786,18.94609,,
F00381,"Hímes utca",47.562385,18.945739,,
F00382,"Köztársaság utca",47.566112,18.942934,,
F00383,"Köztársaság utca",47.566417,18.942349,,
F00384,"Honfoglalás utca",47.568748,18.940397,,
F00385,"József Attila útja",47.568829,18.940158,,
F00387,"Budaliget, Géza fejedelem útja",47.567683,18.936266,,
F00388,"Csatlós utca",47.558241,18.94883,,
F00389,"Csatlós utca",47.558804,18.948596,,
F00390,"Hímes utca",47.562566,18.947586,,
F00391,"Hímes utca",47.56217,18.94756,,
F00392,"Bölény utca",47.564975,18.94998,,
F00393,"Bölény utca",47.565345,18.950405,,
F00394,"Solymári elágazás",47.566773,18.955299,,
F00395,"Solymári elágazás",47.566818,18.954927,,
F00396,"Szarvashegy utca",47.569277,18.948729,,
F00397,"Szarvashegy utca",47.56925,18.94853,,
F00398,"Örökzöld utca",47.572331,18.94443,,
F00399,"Örökzöld utca",47.571855,18.94471,,
F00400,"Templom utca",47.564564,18.960193,,
F00401,"Templom utca",47.5646,18.959635,,
F00402,"Községház utca",47.562435,18.963267,,
F00403,"Községház utca",47.562938,18.962748,,
F00404,"Mikszáth Kálmán utca",47.559171,18.965677,,
F00405,"Mikszáth Kálmán utca",47.559738,18.965105,,
F00406,"Kölcsey utca",47.555286,18.965909,,
F00407,"Kölcsey utca",47.555673,18.965935,,
F00408,"Szent János Kórház",47.509631,19.010022,,
F00409,"Szent János Kórház",47.50976,19.009789,,
F00410,"Szent János Kórház",47.50985,19.009842,,
F00411,"Szent János Kórház",47.509814,19.009418,,
F00412,"Széll Kálmán tér M",47.507776,19.024486,,
F00414,"Kelemen László utca",47.52226,18.990825,,
F00415,"Hűvösvölgyi út",47.522278,18.990599,,
F00416,"Széher út 12.",47.521927,18.984631,,
F00417,"Bölöni György utca",47.524102,18.980551,,
F00422,"Széll Kálmán tér M",47.50756,19.024805,,
F00423,"Vöröstorony utca",47.52857,18.999862,,
F00424,"Vöröstorony utca",47.528471,18.999995,,
F00425,"Nyúl utca",47.508737,19.018047,,
F00426,"Nyúl utca",47.508701,19.017915,,
F00427,"Nyúl utca",47.509006,19.017025,,
F00428,"Nyúl utca",47.508656,19.018871,,
F00429,"Akadémia",47.519494,18.99349,,
F00430,"Akadémia",47.519297,18.993836,,
F00431,"Akadémia",47.518937,18.994102,,
F00432,"Akadémia",47.519249,18.994055,,
F00433,"Tücsök utca",47.585487,18.99759,,
F00434,"Tücsök utca",47.58546,18.99743,,
F00435,"Pusztadombi utca",47.602488,19.056793,,
F00436,"Égető utca",47.604063,19.052365,,
F00437,"Táncsics Mihály utca",47.602768,19.051274,,
F00438,"Táncsics Mihály utca",47.602615,19.048229,,
F00439,"Ezüsthegy utca",47.602534,19.048003,,
F00440,"Szőlőkert utca",47.554889,19.040682,,
F00441,"Szőlőkert utca",47.55533,19.041001,,
F00442,"Donát utca",47.604207,19.043933,,
F00443,"Dunabau",47.55944,19.039791,,
F00444,"Dunabau",47.55953,19.038303,,
F00445,"Templom utca",47.600312,19.04662,,
F00446,"Templom utca",47.600123,19.046354,,
F00447,"Hősök tere",47.598171,19.04392,,
F00448,"Hősök tere",47.597857,19.044612,,
F00449,"Tamás utca",47.599619,19.041061,,
F00450,"Tamás utca",47.599439,19.041287,,
F00451,"Pince köz",47.601598,19.0361,,
F00452,"Hősök tere",47.597596,19.045662,,
F00453,"Hősök tere",47.59804,19.045576,,
F00454,"Zemplén Győző utca",47.596121,19.04553,,
F00455,"Zemplén Győző utca",47.595419,19.045317,,
F00456,"Nád utca",47.593965,19.049126,,
F00457,"Hollós Korvin Lajos utca",47.594115,19.048442,,
F00458,"Pünkösdfürdő utca",47.594981,19.051719,,
F00459,"Pünkösdfürdő utca",47.594891,19.051825,,
F00460,"Békásmegyer H",47.598102,19.054272,,
F00461,"Békásmegyer H",47.59786,19.054086,,
F00462,"Szolgáltatóház",47.601223,19.058063,,
F00463,"Szolgáltatóház",47.601229,19.057897,,
F00464,"Hímző utca",47.5972,19.058707,,
F00465,"Hímző utca",47.597047,19.059505,,
F00466,"Medgyessy Ferenc utca",47.594942,19.058055,,
F00467,"Medgyessy Ferenc utca",47.595107,19.056799,,
F00468,"Békásmegyer H",47.597527,19.056227,,
F00469,"Békásmegyer H",47.598207,19.055835,,
F00470,"Békásmegyer H",47.597167,19.055363,,
F00471,"Békásmegyer 1. vg.",47.598594,19.055064,0,008199
F00472,"Békásmegyer 2. vg.",47.597587,19.054133,0,008199
F00473,"Madzsar József utca",47.59526,19.054405,,
F00474,"Pünkösdfürdő utca",47.595152,19.054605,,
F00475,"Pünkösdfürdő utca",47.594837,19.053754,,
F00476,"Pünkösdfürdő utca",47.594667,19.052796,,
F00477,"Szent István utca",47.592409,19.052118,,
F00478,"Mátyás király út",47.58578,19.047132,,
F00479,"Csillaghegy H",47.586011,19.045889,,
F00480,"Csillaghegy",47.585948,19.044932,0,008198
F00481,"Csillaghegy",47.586248,19.045084,0,008198
F00482,"Szent István utca",47.590814,19.049851,,
F00483,"Aquincum",47.567968,19.048641,0,008196
F00484,"Aquincum",47.568489,19.048349,0,008196
F00485,"Római tér",47.569794,19.048468,,
F00486,"Monostori út",47.57314,19.050688,,
F00487,"Rómaifürdő",47.576225,19.048721,0,008197
F00488,"Rómaifürdő",47.575145,19.048455,0,008197
F00489,"Rómaifürdő H",47.575598,19.04902,,
F00490,"Czetz János köz",47.578653,19.050502,,
F00491,"Szentendrei út",47.578752,19.050263,,
F00492,"Rómaifürdő H",47.578284,19.048947,,
F00493,"Attila utca",47.579346,19.052762,,
F00494,"Attila utca",47.579759,19.052961,,
F00495,"Pozsonyi utca",47.581369,19.05449,,
F00496,"Huba utca",47.581657,19.054543,,
F00497,"Mátyás király út",47.584913,19.056073,,
F00498,"Czetz János utca",47.584742,19.055886,,
F00499,"Pók utca",47.56526,19.058116,,
F00500,"Dósa utca",47.57582,19.056616,,
F00501,"Dósa utca",47.575784,19.055792,,
F00502,"Kadosa utca",47.571278,19.054011,,
F00504,"Sujtás utca",47.563437,19.050933,,
F00505,"Záhony utca",47.561375,19.048229,,
F00506,"Záhony utca",47.562121,19.048083,,
F00507,"Záhony utca",47.56106,19.047179,,
F00508,"Kaszásdűlő H",47.557129,19.046103,,
F00509,"Kaszásdűlő H",47.556661,19.045625,,
F00510,"Kaszásdűlő jobb",47.556508,19.045133,0,008195
F00511,"Kaszásdűlő bal",47.557039,19.045399,0,008195
F00512,"Huszti út",47.557642,19.041678,,
F00513,"Kaszásdűlő utca",47.558289,19.042063,,
F00514,"Dinamó utca",47.563986,19.036315,,
F00515,"Magyar Televízió",47.560105,19.033545,,
F00516,"Magyar Televízió (Kunigunda útja)",47.560357,19.034994,,
F00517,"Magyar Televízió (Bojtár utca)",47.559962,19.035539,,
F00518,"Orbán Balázs út",47.55585,19.02685,,
F00519,"Orbán Balázs út",47.556402,19.026391,,
F00520,"Bojtár utca (Bécsi út)",47.560098,19.024649,,
F00521,"Bojtár utca",47.558992,19.024968,,
F00522,"Óbudai temető",47.566004,19.022035,,
F00523,"Óbudai temető",47.565899,19.023264,,
F00524,"Óbudai temető, főbejárat",47.56577,19.022846,,
F00525,"Keled út",47.56972,19.028958,,
F00526,"Pomázi út",47.569669,19.029403,,
F00527,"Óbuda vasútállomás",47.569118,19.031377,,
F00528,"Kocsis Sándor út",47.57428,19.015192,,
F00529,"Sorompó",47.57535,19.014181,,
F00530,"Ürömhegyi út",47.577544,19.010644,,
F00531,"Ürömhegyi út",47.577715,19.010019,,
F00532,"Üröm vasúti megállóhely",47.581522,19.002246,,
F00533,"Üröm vasúti megállóhely",47.58166,19.001801,,
F00534,"Királyhelmec utca",47.553016,19.02244,,
F00535,"Farkastorki út",47.553969,19.020978,,
F00536,"Királyhelmec utca",47.55351,19.021868,,
F00537,"Judit utca",47.556256,19.018073,,
F00538,"Judit utca",47.556058,19.01818,,
F00539,"Laborc utca",47.557853,19.015475,,
F00540,"Laborc utca",47.557745,19.015462,,
F00541,"Jablonka út 53.",47.558914,19.013322,,
F00542,"Jablonka út 58.",47.559124,19.01273,,
F00543,"Jablonka út 73.",47.560589,19.010935,,
F00544,"Jablonka út 74.",47.560463,19.010908,,
F00545,"Jablonka út",47.562207,19.008117,,
F00546,"Erdőalja út",47.559427,19.006604,,
F00547,"Elektromos Művek",47.56212,19.035658,,
F00548,"Áldomás utca",47.562066,19.035512,,
F00549,"Kubik utca",47.562595,19.023565,,
F00550,"Kubik utca",47.561357,19.023971,,
F00551,"Hedvig utca",47.556071,19.011317,,
F00552,"Hedvig utca",47.556125,19.011104,,
F00553,"Erdőalja út 43.",47.553517,19.014016,,
F00554,"Viharhegyi út",47.552654,19.014442,,
F00555,"Viharhegyi út",47.553113,19.014349,,
F00556,"Körtvélyes köz",47.553338,19.017351,,
F00557,"Körtvélyes utca",47.553257,19.017232,,
F00558,"Óbudai temető",47.564442,19.022587,,
F00559,"Iskola",47.550433,19.016064,,
F00560,"Iskola",47.550199,19.016303,,
F00561,"Királylaki út",47.549056,19.014843,,
F00562,"Királylaki út",47.548813,19.015122,,
F00563,"Máramaros út vá.",47.546595,19.017136,,
F00564,"Táborhegyi út",47.550156,19.025896,,
F00565,"Táborhegyi út",47.549661,19.026454,,
F00566,"Farkastorki út",47.548681,19.027796,,
F00567,"Vörösvári út",47.547926,19.02963,,
F00568,"Bécsi út (Vörösvári út)",47.548451,19.029025,,
F00569,"Bécsi út",47.548712,19.029463,,
F00570,"Vörösvári út",47.548397,19.029609,,
